Farm ID,Soil Type,Soil pH,Organic Matter (%),Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Temperature (°C),Rainfall (mm),Crop Recommended
17010,Loamy,6.9,1.9,28,10,31,26,812,Wheat
17011,Sandy,6.1,2.0,26,17,28,28,815,Rice
17012,Loamy,6.1,3.4,30,11,35,30,756,Wheat
17013,Loamy,6.5,2.6,19,15,30,30,821,Bajra
17014,Clayey,7.1,2.4,22,11,27,30,882,Rice
17015,Sandy,7.3,3.3,22,17,26,26,809,Rice
17016,Clayey,6.0,2.6,27,14,32,29,743,Bajra
17017,Clayey,7.2,1.7,21,10,34,28,724,Cotton
17018,Loamy,7.1,2.0,23,14,35,26,795,Wheat
17019,Loamy,7.4,1.8,19,10,35,27,743,Sugarcane
17020,Sandy,6.5,1.7,24,18,31,30,859,Mustard
17021,Clayey,7.1,2.1,24,13,25,29,830,Rice
17022,Loamy,6.3,3.3,26,18,25,26,848,Wheat
17023,Clayey,6.5,3.4,29,17,31,28,739,Mustard
17024,Clayey,7.4,2.4,24,16,32,26,889,Mustard
17025,Sandy,6.6,2.6,21,14,33,30,845,Rice
17026,Clayey,6.7,3.0,21,16,31,30,815,Sugarcane
17027,Loamy,7.3,1.6,27,20,31,26,900,Rice
17028,Loamy,7.0,2.8,21,17,35,29,769,Wheat
17029,Clayey,7.2,2.5,30,18,35,28,888,Bajra
17030,Clayey,6.9,3.1,29,19,26,25,723,Wheat
17031,Clayey,6.5,1.8,29,20,34,27,733,Cotton
17032,Clayey,6.6,1.7,20,11,35,27,894,Sugarcane
17033,Loamy,6.2,2.1,26,15,30,28,709,Bajra
17034,Clayey,6.5,2.8,27,14,33,29,785,Rice
17035,Sandy,7.2,2.6,27,16,35,30,772,Cotton
17036,Clayey,7.1,1.7,19,12,27,26,704,Sugarcane
17037,Sandy,7.4,3.1,24,12,25,27,844,Bajra
17038,Sandy,7.4,2.4,20,11,28,25,810,Bajra
17039,Sandy,6.2,1.5,21,20,30,30,845,Wheat
17040,Sandy,6.1,2.1,19,16,35,30,718,Mustard
17041,Clayey,6.2,3.4,21,20,25,26,729,Rice
17042,Sandy,6.1,2.4,26,15,34,29,770,Bajra
17043,Loamy,7.4,3.4,26,18,32,30,786,Mustard
17044,Sandy,6.1,2.6,27,10,29,27,824,Bajra
17045,Clayey,7.5,1.8,29,14,26,29,705,Wheat
17046,Loamy,7.4,2.2,19,19,32,28,879,Sugarcane
17047,Sandy,6.0,2.1,27,10,29,27,788,Bajra
17048,Sandy,7.3,3.3,19,14,26,30,889,Cotton
17049,Sandy,6.3,1.6,22,18,26,27,851,Sugarcane
17050,Loamy,6.8,2.3,25,16,32,25,837,Cotton
17051,Loamy,7.3,2.8,27,11,35,25,737,Cotton
17052,Sandy,6.1,3.0,30,14,28,30,884,Cotton
17053,Loamy,6.8,1.6,23,14,33,30,780,Cotton
17054,Sandy,6.7,3.0,20,12,30,30,890,Sugarcane
17055,Loamy,7.1,2.9,24,15,26,27,744,Cotton
17056,Clayey,6.2,2.0,19,20,32,26,780,Rice
17057,Sandy,6.2,2.1,28,18,30,26,825,Sugarcane
17058,Loamy,6.8,2.1,20,20,30,30,774,Sugarcane
17059,Clayey,6.7,3.2,29,16,34,25,769,Wheat
17060,Loamy,6.2,2.4,25,11,25,28,776,Mustard
17061,Loamy,7.3,2.4,27,13,26,29,865,Bajra
17062,Sandy,6.2,2.6,24,11,25,29,731,Sugarcane
17063,Loamy,6.6,2.3,27,13,30,25,774,Wheat
17064,Clayey,7.1,2.3,22,16,26,26,884,Wheat
17065,Sandy,6.8,3.0,27,13,26,30,806,Wheat
17066,Loamy,6.9,1.5,24,14,26,27,799,Bajra
17067,Clayey,7.4,3.3,24,16,35,30,821,Mustard
17068,Sandy,6.9,3.2,22,14,35,26,732,Wheat
17069,Loamy,6.9,2.2,22,10,28,28,801,Mustard
17070,Loamy,7.3,3.3,30,15,30,25,701,Bajra
17071,Clayey,7.1,2.2,26,15,35,25,884,Bajra
17072,Sandy,6.8,2.4,28,19,28,25,758,Mustard
17073,Loamy,6.9,2.6,22,16,33,28,731,Bajra
17074,Loamy,7.1,2.2,23,10,34,25,854,Mustard
17075,Sandy,6.1,2.3,26,16,32,28,804,Rice
17076,Loamy,6.9,2.0,18,16,31,28,827,Sugarcane
17077,Clayey,7.1,1.7,23,13,30,29,744,Mustard
17078,Sandy,7.2,2.2,29,18,26,30,734,Mustard
17079,Sandy,6.2,3.4,24,19,31,26,769,Rice
17080,Sandy,7.3,2.8,25,14,29,28,802,Mustard
17081,Loamy,6.6,2.4,21,12,26,28,726,Wheat
17082,Clayey,6.7,2.5,22,19,33,30,800,Rice
17083,Clayey,7.4,3.2,20,12,34,29,885,Wheat
17084,Clayey,7.3,2.0,18,20,27,29,713,Mustard
17085,Sandy,7.2,1.7,30,12,34,28,825,Rice
17086,Clayey,6.4,2.4,28,16,28,30,832,Cotton
17087,Loamy,6.4,3.1,23,16,33,27,785,Cotton
17088,Loamy,6.8,1.6,28,16,28,25,758,Bajra
17089,Sandy,6.5,3.4,20,20,32,27,752,Cotton
17090,Loamy,6.5,2.3,28,16,28,30,844,Cotton
17091,Sandy,6.7,2.4,26,18,29,28,781,Mustard
17092,Sandy,7.0,1.9,27,12,32,28,701,Rice
17093,Sandy,6.5,2.2,23,11,35,25,763,Bajra
17094,Loamy,6.6,1.7,30,17,31,27,842,Sugarcane
17095,Clayey,6.3,1.7,20,16,30,26,867,Sugarcane
17096,Loamy,6.4,3.1,20,16,31,25,700,Bajra
17097,Sandy,6.3,3.4,28,15,33,28,801,Bajra
17098,Clayey,6.5,2.8,19,17,35,25,858,Mustard
17099,Sandy,6.6,3.1,22,10,28,30,782,Wheat
17100,Loamy,6.2,2.3,19,19,25,29,700,Wheat
17101,Sandy,6.9,2.7,29,10,29,30,801,Wheat
17102,Sandy,7.1,2.9,24,12,33,30,865,Bajra
17103,Clayey,6.7,3.5,18,13,32,27,727,Rice
17104,Loamy,6.6,2.0,25,10,35,28,738,Mustard
17105,Loamy,7.1,3.3,19,14,25,29,880,Bajra
17106,Clayey,6.1,2.4,24,18,30,30,879,Mustard
17107,Sandy,6.9,1.7,26,20,28,29,707,Cotton
17108,Sandy,6.8,2.5,30,15,35,25,839,Rice
17109,Loamy,6.9,2.8,21,10,25,25,742,Bajra
17110,Loamy,7.0,3.4,29,16,33,30,797,Rice
17111,Sandy,6.1,2.8,19,10,30,27,843,Sugarcane
17112,Clayey,6.9,2.2,18,20,35,26,753,Cotton
17113,Clayey,6.8,1.9,30,19,25,30,814,Sugarcane
17114,Clayey,6.2,2.1,28,18,32,30,703,Sugarcane
17115,Loamy,7.3,2.3,25,19,30,25,849,Sugarcane
17116,Sandy,7.3,2.8,24,11,35,26,820,Sugarcane
17117,Loamy,6.9,3.1,23,10,34,27,818,Mustard
17118,Clayey,6.9,1.8,27,13,30,27,897,Wheat
17119,Clayey,7.4,3.2,27,11,27,27,821,Mustard
17120,Clayey,6.0,3.2,21,10,33,29,843,Mustard
17121,Sandy,6.3,1.9,21,14,30,29,890,Bajra
17122,Sandy,6.5,2.1,23,13,34,27,736,Sugarcane
17123,Loamy,6.8,2.1,18,13,26,28,867,Mustard
17124,Clayey,6.4,3.1,30,13,26,26,760,Sugarcane
17125,Sandy,7.1,2.6,26,11,26,26,803,Sugarcane
17126,Loamy,6.9,2.8,22,17,32,28,760,Cotton
17127,Sandy,7.3,3.2,18,19,26,30,886,Mustard
17128,Clayey,6.9,1.6,23,20,27,29,865,Sugarcane
17129,Clayey,7.2,2.8,21,12,31,30,835,Bajra
17130,Loamy,6.2,1.6,21,12,31,26,775,Mustard
17131,Loamy,7.0,3.2,25,14,32,29,893,Bajra
17132,Loamy,6.9,1.6,26,10,33,30,863,Sugarcane
17133,Clayey,6.2,2.4,20,11,29,27,759,Sugarcane
17134,Clayey,6.0,1.8,29,11,28,29,733,Bajra
17135,Clayey,6.1,1.9,18,11,33,28,846,Sugarcane
17136,Loamy,6.5,2.1,27,20,26,28,731,Sugarcane
17137,Loamy,7.3,1.7,26,12,34,27,727,Rice
17138,Clayey,7.2,2.6,18,19,34,26,799,Wheat
17139,Sandy,6.3,1.6,22,14,32,30,794,Wheat
17140,Loamy,7.0,3.4,23,14,32,26,776,Wheat
17141,Clayey,7.2,3.4,29,13,26,29,865,Cotton
17142,Loamy,7.3,2.4,25,12,30,25,812,Cotton
17143,Clayey,7.4,2.2,18,20,35,30,781,Cotton
17144,Sandy,7.1,1.7,29,15,34,29,798,Sugarcane
17145,Sandy,7.0,1.9,27,17,33,27,785,Mustard
17146,Clayey,6.5,1.7,21,11,29,27,879,Cotton
17147,Clayey,6.9,3.2,19,16,27,26,722,Sugarcane
17148,Sandy,7.4,2.1,21,19,25,27,706,Cotton
17149,Clayey,7.3,3.5,30,10,30,29,880,Rice
17150,Sandy,6.5,1.6,26,19,29,29,822,Mustard
17151,Loamy,6.0,3.5,22,11,27,28,878,Wheat
17152,Clayey,7.5,2.5,22,11,28,30,796,Mustard
17153,Loamy,6.9,1.8,26,15,30,27,893,Bajra
17154,Loamy,7.2,2.9,26,18,32,25,832,Bajra
17155,Clayey,6.2,2.8,19,18,30,28,724,Sugarcane
17156,Clayey,6.8,3.3,28,13,30,30,820,Mustard
17157,Sandy,6.1,2.8,19,12,25,25,895,Mustard
17158,Sandy,6.3,2.1,19,10,28,30,754,Rice
17159,Loamy,7.0,3.4,19,15,31,28,813,Rice
17160,Loamy,7.4,2.9,28,20,25,25,716,Sugarcane
17161,Sandy,6.1,1.8,24,11,29,29,847,Wheat
17162,Clayey,7.4,2.0,22,11,26,27,708,Bajra
17163,Sandy,6.4,2.1,26,10,31,26,724,Mustard
17164,Loamy,6.4,2.4,18,11,34,27,821,Bajra
17165,Sandy,7.1,1.5,24,19,31,26,785,Rice
17166,Clayey,7.2,1.9,21,11,30,28,853,Rice
17167,Clayey,6.7,3.5,22,12,34,28,842,Mustard
17168,Clayey,7.4,2.0,22,10,26,30,786,Bajra
17169,Sandy,6.3,1.8,23,15,35,26,877,Rice
17170,Sandy,6.5,2.5,29,16,28,29,803,Sugarcane
17171,Loamy,6.4,2.7,24,13,25,27,701,Mustard
17172,Clayey,6.4,1.5,25,17,32,25,783,Sugarcane
17173,Loamy,7.3,2.9,22,19,28,26,871,Bajra
17174,Sandy,6.4,2.0,20,12,33,25,869,Rice
17175,Clayey,6.1,2.1,29,18,29,28,859,Wheat
17176,Sandy,7.3,3.0,28,18,35,29,852,Rice
17177,Loamy,6.4,3.2,25,15,32,27,900,Bajra
17178,Clayey,6.0,3.2,18,17,34,25,813,Rice
17179,Sandy,6.6,2.9,28,13,31,30,721,Sugarcane
17180,Clayey,7.2,2.0,26,17,34,25,733,Bajra
17181,Clayey,7.0,2.7,30,16,32,27,768,Wheat
17182,Clayey,6.4,3.3,20,18,25,26,853,Sugarcane
17183,Clayey,7.3,2.8,24,18,31,25,798,Wheat
17184,Clayey,6.9,1.8,27,14,30,25,703,Cotton
17185,Sandy,7.3,3.0,24,12,30,29,796,Mustard
17186,Sandy,6.3,3.4,20,19,32,25,778,Bajra
17187,Loamy,6.3,3.1,21,19,35,25,761,Rice
17188,Loamy,7.1,2.6,27,17,25,26,724,Bajra
17189,Sandy,7.4,2.5,30,20,25,26,742,Wheat
17190,Clayey,7.2,1.7,20,19,31,27,772,Mustard
17191,Loamy,7.0,1.7,28,19,26,26,886,Cotton
17192,Clayey,7.4,2.4,28,19,32,30,764,Rice
17193,Clayey,6.5,2.5,19,11,28,27,838,Rice
17194,Clayey,6.7,3.4,22,10,35,27,838,Sugarcane
17195,Sandy,6.1,1.7,26,16,26,28,861,Rice
17196,Sandy,7.0,2.9,27,12,26,27,700,Mustard
17197,Clayey,6.8,1.8,28,11,30,30,801,Rice
17198,Clayey,6.2,2.4,21,19,32,27,815,Rice
17199,Sandy,6.9,3.2,23,10,29,26,700,Wheat
17200,Loamy,6.8,2.2,19,13,27,27,817,Wheat
17201,Loamy,7.4,1.6,22,14,32,30,895,Bajra
17202,Sandy,7.2,2.8,21,18,30,26,822,Rice
17203,Loamy,6.8,2.3,29,15,26,28,819,Sugarcane
17204,Sandy,6.8,1.5,29,12,28,27,837,Sugarcane
17205,Sandy,6.3,2.2,20,13,35,29,831,Mustard
17206,Sandy,6.6,2.4,30,17,29,26,753,Bajra
17207,Sandy,6.0,2.4,21,10,26,25,753,Wheat
17208,Clayey,7.2,3.0,20,13,31,25,855,Rice
17209,Loamy,6.3,2.0,24,13,35,28,878,Wheat
17210,Clayey,6.5,3.4,22,14,33,29,848,Bajra
17211,Loamy,7.1,2.5,27,19,25,26,706,Rice
17212,Clayey,7.2,3.0,24,10,35,26,840,Mustard
17213,Sandy,7.3,2.0,26,16,32,27,713,Cotton
17214,Sandy,7.0,3.1,24,15,25,26,900,Bajra
17215,Loamy,6.9,2.8,24,10,26,27,722,Sugarcane
17216,Sandy,6.8,1.8,18,15,29,29,777,Bajra
17217,Clayey,6.9,2.1,18,10,32,26,748,Rice
17218,Loamy,6.2,2.5,24,18,34,29,802,Cotton
17219,Loamy,6.5,1.6,20,14,32,27,750,Bajra
17220,Clayey,6.9,1.9,28,13,29,28,897,Mustard
17221,Clayey,6.0,2.2,22,19,32,29,755,Rice
17222,Clayey,6.2,3.1,26,18,28,25,839,Bajra
17223,Sandy,6.9,2.5,28,17,27,30,777,Cotton
17224,Sandy,7.2,2.1,24,16,25,26,806,Mustard
17225,Loamy,7.2,1.9,25,17,33,26,788,Wheat
17226,Clayey,6.7,1.5,18,12,32,28,733,Rice
17227,Loamy,6.4,1.9,22,20,35,25,829,Rice
17228,Sandy,6.3,3.0,25,16,27,28,842,Mustard
17229,Sandy,6.6,2.5,27,14,27,29,757,Rice
17230,Clayey,6.3,1.8,28,13,31,25,843,Bajra
17231,Sandy,6.4,2.6,27,11,34,28,888,Rice
17232,Sandy,6.3,2.4,25,13,26,29,851,Mustard
17233,Loamy,7.0,3.1,26,19,32,28,878,Wheat
17234,Loamy,6.8,2.0,25,20,29,29,892,Bajra
17235,Sandy,6.2,3.0,27,11,33,25,760,Rice
17236,Loamy,6.7,3.2,20,14,28,25,821,Mustard
17237,Sandy,7.1,1.9,26,10,33,25,783,Rice
17238,Loamy,6.5,2.3,28,11,28,27,827,Wheat
17239,Loamy,7.1,1.6,19,10,32,29,804,Sugarcane
17240,Sandy,7.1,1.5,21,12,34,27,803,Bajra
17241,Sandy,6.8,3.2,30,15,34,28,836,Wheat
17242,Sandy,6.0,2.2,23,16,33,28,856,Wheat
17243,Loamy,6.1,1.7,24,11,32,27,751,Wheat
17244,Sandy,6.7,1.7,30,10,35,28,827,Rice
17245,Sandy,7.0,2.1,21,11,35,28,824,Sugarcane
17246,Clayey,6.3,2.5,20,15,34,30,776,Bajra
17247,Loamy,6.1,2.8,28,18,32,25,700,Mustard
17248,Loamy,6.1,2.7,23,11,34,30,840,Sugarcane
17249,Sandy,6.4,2.8,18,15,33,26,873,Wheat
17250,Loamy,6.4,2.4,21,18,25,29,799,Cotton
17251,Sandy,6.4,1.7,18,20,29,25,703,Wheat
17252,Clayey,6.0,2.6,30,16,31,28,891,Mustard
17253,Loamy,7.0,3.3,18,10,29,25,750,Sugarcane
17254,Clayey,6.5,2.7,29,17,32,26,730,Cotton
17255,Sandy,6.5,2.6,28,16,28,25,798,Mustard
17256,Sandy,7.0,2.5,21,18,26,30,811,Wheat
17257,Clayey,7.4,1.9,24,15,32,28,784,Cotton
17258,Sandy,6.3,3.4,29,20,26,25,746,Bajra
17259,Loamy,6.4,2.0,25,15,34,28,761,Mustard
17260,Sandy,6.5,1.7,29,14,27,26,748,Sugarcane
17261,Sandy,6.9,2.9,19,19,30,30,713,Wheat
17262,Clayey,6.0,1.7,29,20,28,26,716,Rice
17263,Sandy,6.7,3.2,18,16,26,29,774,Cotton
17264,Clayey,6.2,1.8,25,12,27,29,893,Bajra
17265,Sandy,7.1,3.0,29,13,26,26,895,Wheat
17266,Clayey,6.9,2.0,18,12,29,30,854,Mustard
17267,Sandy,6.4,2.6,26,20,33,30,880,Bajra
17268,Sandy,6.2,1.6,24,18,30,29,847,Rice
17269,Loamy,6.2,3.5,28,12,33,29,739,Mustard
17270,Sandy,6.2,3.3,26,12,33,25,735,Wheat
17271,Clayey,6.6,1.6,29,15,26,25,870,Cotton
17272,Sandy,6.7,2.1,20,20,27,29,759,Mustard
17273,Sandy,7.0,3.4,28,10,31,29,874,Wheat
17274,Loamy,7.1,2.4,28,16,28,30,829,Mustard
17275,Loamy,7.1,3.4,19,16,26,27,888,Sugarcane
17276,Clayey,7.3,2.2,19,13,29,28,810,Bajra
17277,Loamy,6.4,2.0,22,12,26,25,851,Bajra
17278,Loamy,6.1,3.1,27,12,27,29,727,Cotton
17279,Loamy,7.1,1.8,30,17,28,26,709,Wheat
17280,Loamy,6.6,3.2,29,20,28,28,887,Mustard
17281,Sandy,6.9,2.5,30,20,29,29,798,Mustard
17282,Clayey,6.9,2.8,21,11,29,29,739,Mustard
17283,Loamy,7.4,3.2,29,17,25,29,768,Bajra
17284,Loamy,6.1,3.1,25,10,29,30,894,Rice
17285,Sandy,6.3,1.7,25,16,30,28,709,Bajra
17286,Loamy,6.6,2.1,24,15,29,25,841,Cotton
17287,Loamy,7.4,2.5,28,20,26,30,791,Rice
17288,Sandy,6.8,2.1,21,16,35,27,734,Wheat
17289,Clayey,7.4,2.4,23,20,33,26,733,Mustard
17290,Clayey,7.1,2.8,21,17,33,29,868,Sugarcane
17291,Clayey,7.0,3.1,24,20,32,30,788,Bajra
17292,Loamy,7.1,1.9,23,16,29,25,837,Cotton
17293,Sandy,7.3,1.9,21,15,27,27,798,Sugarcane
17294,Loamy,6.1,1.7,29,19,31,25,825,Mustard
17295,Clayey,6.8,2.5,25,15,25,28,779,Sugarcane
17296,Clayey,6.2,1.9,27,16,25,30,899,Sugarcane
17297,Loamy,6.6,3.5,21,13,34,27,742,Mustard
17298,Loamy,6.2,2.3,22,10,25,28,878,Mustard
17299,Loamy,6.9,2.2,29,11,34,27,884,Mustard
17300,Sandy,6.5,3.2,26,12,30,27,864,Cotton
17301,Sandy,7.2,3.1,26,17,29,27,892,Rice
17302,Sandy,6.8,2.4,20,13,28,28,825,Mustard
17303,Loamy,7.4,3.2,21,16,31,29,777,Bajra
17304,Loamy,6.5,2.5,22,20,25,30,790,Mustard
17305,Sandy,6.8,1.8,30,12,26,25,826,Cotton
17306,Loamy,7.5,3.3,22,18,25,29,761,Bajra
17307,Clayey,7.0,1.6,29,18,32,30,763,Mustard
17308,Sandy,6.8,2.4,20,19,29,27,754,Rice
17309,Clayey,6.5,2.7,22,10,27,25,739,Rice
17310,Clayey,6.1,1.9,19,20,27,27,793,Cotton
17311,Loamy,6.0,1.9,23,13,28,29,864,Cotton
17312,Loamy,7.0,3.4,18,10,25,29,897,Mustard
17313,Loamy,6.3,3.3,30,12,33,28,839,Sugarcane
17314,Clayey,6.1,2.8,18,16,33,27,805,Bajra
17315,Loamy,6.6,1.7,26,19,33,30,860,Wheat
17316,Sandy,6.2,2.0,19,20,33,27,897,Mustard
17317,Sandy,7.5,1.6,20,14,31,29,857,Bajra
17318,Sandy,6.2,1.9,30,18,26,27,809,Sugarcane
17319,Loamy,6.3,2.5,18,13,27,30,821,Rice
17320,Clayey,6.2,1.8,18,14,28,28,739,Cotton
17321,Loamy,6.7,2.4,23,20,27,30,835,Mustard
17322,Loamy,7.2,1.9,19,18,31,28,765,Rice
17323,Clayey,7.3,2.6,23,11,31,27,792,Sugarcane
17324,Loamy,7.1,3.1,23,13,29,26,759,Mustard
17325,Sandy,6.9,2.9,25,14,30,26,899,Mustard
17326,Sandy,7.1,3.4,30,14,30,26,854,Rice
17327,Sandy,6.2,2.4,18,12,25,29,835,Mustard
17328,Clayey,7.4,2.4,25,19,32,29,736,Sugarcane
17329,Loamy,7.4,2.9,20,10,27,25,731,Wheat
17330,Sandy,6.4,3.4,22,20,34,28,775,Bajra
17331,Clayey,7.3,2.3,25,20,32,30,783,Sugarcane
17332,Clayey,6.5,2.6,25,19,32,25,892,Cotton
17333,Clayey,7.2,3.5,28,17,31,25,877,Sugarcane
17334,Loamy,6.1,3.1,25,11,27,26,836,Sugarcane
17335,Loamy,6.2,3.3,20,20,25,30,796,Sugarcane
17336,Loamy,6.7,3.3,23,17,33,26,772,Mustard
17337,Loamy,7.1,1.7,28,11,28,27,755,Wheat
17338,Loamy,7.3,2.7,18,19,30,28,803,Rice
17339,Loamy,6.5,2.8,29,10,34,30,764,Bajra
17340,Clayey,6.1,2.5,19,17,27,25,890,Sugarcane
17341,Loamy,6.1,2.0,22,14,26,28,783,Cotton
17342,Sandy,6.3,2.6,30,11,25,29,828,Wheat
17343,Loamy,6.1,1.5,28,19,27,28,708,Wheat
17344,Sandy,6.2,1.6,28,16,27,25,880,Rice
17345,Clayey,7.4,2.4,22,19,33,30,866,Rice
17346,Sandy,6.3,2.4,18,13,31,27,885,Sugarcane
17347,Loamy,6.7,2.0,20,10,30,27,872,Mustard
17348,Sandy,6.5,1.6,21,20,35,26,859,Sugarcane
17349,Sandy,7.2,1.9,20,20,26,26,762,Wheat
17350,Sandy,7.1,2.6,20,10,33,27,749,Mustard
17351,Clayey,6.5,3.1,23,19,33,30,790,Sugarcane
17352,Loamy,7.3,3.2,20,19,28,28,815,Mustard
17353,Loamy,7.4,3.5,30,12,26,25,787,Rice
17354,Sandy,7.4,1.8,25,10,34,30,860,Mustard
17355,Sandy,6.3,2.5,21,11,30,26,867,Bajra
17356,Sandy,6.1,2.9,25,10,28,30,811,Sugarcane
17357,Loamy,7.4,2.7,30,19,33,27,726,Bajra
17358,Loamy,6.3,2.7,19,16,32,30,882,Sugarcane
17359,Loamy,6.9,3.1,19,20,25,25,824,Cotton
17360,Clayey,6.0,2.9,22,20,29,25,829,Sugarcane
17361,Clayey,6.3,2.7,26,10,33,30,863,Sugarcane
17362,Sandy,7.3,2.8,30,15,33,28,750,Cotton
17363,Clayey,6.4,2.8,30,19,33,26,706,Rice
17364,Sandy,6.1,2.0,30,12,32,27,752,Wheat
17365,Loamy,6.3,3.5,27,18,29,26,830,Sugarcane
17366,Sandy,7.4,2.4,20,15,32,25,899,Rice
17367,Sandy,6.3,3.4,18,14,31,30,852,Sugarcane
17368,Sandy,7.0,3.5,22,10,26,30,829,Cotton
17369,Sandy,6.6,3.0,21,13,28,25,855,Rice
17370,Loamy,6.0,1.8,21,15,35,27,701,Rice
17371,Loamy,7.0,1.7,23,12,34,28,816,Mustard
17372,Sandy,7.4,2.1,30,14,30,27,886,Bajra
17373,Sandy,6.3,1.7,23,15,25,27,840,Mustard
17374,Clayey,7.2,2.5,26,18,35,25,813,Wheat
17375,Sandy,6.3,2.5,30,16,33,28,881,Bajra
17376,Clayey,6.1,2.2,18,12,27,29,804,Rice
17377,Clayey,7.2,2.9,18,12,31,29,744,Rice
17378,Sandy,6.8,2.2,23,14,33,27,755,Cotton
17379,Loamy,7.4,2.7,29,19,35,28,732,Cotton
17380,Sandy,6.4,2.1,20,10,25,27,748,Bajra
17381,Clayey,6.7,2.6,20,17,32,28,814,Sugarcane
17382,Loamy,6.8,1.8,27,17,34,27,802,Rice
17383,Clayey,7.2,2.9,27,19,35,30,813,Wheat
17384,Sandy,7.1,3.2,25,15,30,25,824,Mustard
17385,Loamy,7.2,3.3,21,20,26,27,754,Cotton
17386,Loamy,6.5,2.0,25,11,35,28,739,Cotton
17387,Loamy,6.9,1.7,25,14,33,26,751,Bajra
17388,Clayey,6.9,1.8,18,12,28,28,705,Wheat
17389,Clayey,6.1,2.7,26,19,27,25,795,Mustard
17390,Clayey,6.3,1.8,28,15,34,30,782,Rice
17391,Clayey,6.1,1.9,21,18,25,26,781,Bajra
17392,Loamy,6.3,3.1,19,15,33,30,885,Cotton
17393,Clayey,6.4,2.2,26,17,32,28,718,Wheat
17394,Loamy,6.6,2.0,25,18,26,27,884,Cotton
17395,Clayey,7.2,2.3,23,20,35,28,885,Bajra
17396,Sandy,7.5,1.8,26,17,33,28,790,Rice
17397,Loamy,6.1,2.9,25,14,35,30,871,Mustard
17398,Clayey,7.2,1.7,21,17,29,28,855,Bajra
17399,Loamy,6.0,3.3,25,20,27,30,708,Cotton
17400,Sandy,7.4,2.4,27,20,25,27,841,Sugarcane
17401,Loamy,6.8,1.6,22,18,34,28,808,Sugarcane
17402,Clayey,6.9,2.4,20,12,29,26,747,Wheat
17403,Sandy,6.6,2.7,25,10,32,28,832,Bajra
17404,Sandy,7.1,2.9,29,11,35,30,836,Bajra
17405,Clayey,6.9,2.5,19,19,34,29,716,Cotton
17406,Sandy,6.1,1.8,22,18,26,28,848,Mustard
17407,Sandy,6.5,1.7,29,11,25,29,747,Mustard
17408,Loamy,6.3,3.3,25,13,26,26,888,Sugarcane
17409,Sandy,7.3,2.0,23,20,27,30,813,Wheat
17410,Sandy,7.3,2.4,23,16,33,29,799,Sugarcane
17411,Loamy,7.3,3.2,26,11,28,25,777,Cotton
17412,Sandy,6.1,2.3,21,11,26,27,724,Cotton
17413,Sandy,7.4,1.9,27,10,25,25,721,Wheat
17414,Loamy,6.1,1.6,30,11,31,25,849,Cotton
17415,Clayey,7.0,3.0,21,15,32,28,842,Rice
17416,Sandy,6.8,3.0,23,14,26,26,763,Wheat
17417,Clayey,6.7,1.9,28,17,30,30,751,Cotton
17418,Sandy,6.2,2.3,22,15,28,29,815,Rice
17419,Clayey,6.9,1.7,25,15,31,29,799,Wheat
17420,Loamy,7.1,2.1,22,10,30,26,849,Sugarcane
17421,Clayey,6.8,2.7,18,12,33,26,765,Mustard
17422,Clayey,7.2,2.9,18,19,32,27,851,Rice
17423,Clayey,7.0,2.4,27,20,29,30,803,Bajra
17424,Loamy,6.8,1.8,23,18,29,25,784,Rice
17425,Clayey,6.1,2.7,22,20,34,29,829,Rice
17426,Sandy,6.2,1.9,25,18,34,29,737,Wheat
17427,Loamy,6.6,3.1,22,14,32,25,836,Wheat
17428,Loamy,7.0,2.4,23,16,31,29,758,Cotton
17429,Loamy,6.5,2.8,19,17,27,27,865,Sugarcane
17430,Clayey,6.2,2.3,23,14,29,25,786,Wheat
17431,Loamy,7.1,1.6,22,12,35,28,835,Sugarcane
17432,Clayey,6.7,1.7,30,14,35,28,759,Mustard
17433,Loamy,6.9,1.9,24,16,32,26,898,Sugarcane
17434,Loamy,7.1,2.1,23,16,27,30,768,Sugarcane
17435,Sandy,6.4,2.7,25,16,31,30,776,Wheat
17436,Loamy,6.7,3.5,28,19,33,27,814,Sugarcane
17437,Loamy,6.4,2.3,19,13,34,25,851,Bajra
17438,Clayey,6.4,2.4,20,16,26,26,712,Wheat
17439,Sandy,6.4,3.3,23,13,26,28,785,Mustard
17440,Sandy,6.3,3.4,28,14,34,26,881,Wheat
17441,Loamy,6.3,2.3,19,19,35,28,794,Bajra
17442,Loamy,6.2,1.9,25,12,28,29,893,Cotton
17443,Clayey,6.1,3.0,27,13,34,30,746,Bajra
17444,Loamy,6.0,2.0,24,15,27,28,781,Rice
17445,Clayey,7.0,1.8,28,14,29,27,891,Rice
17446,Sandy,7.3,2.0,19,16,34,29,900,Wheat
17447,Sandy,7.2,3.3,27,18,27,26,760,Wheat
17448,Sandy,7.2,1.6,28,11,30,30,752,Sugarcane
17449,Sandy,6.8,3.5,23,13,26,28,838,Cotton
17450,Clayey,6.4,3.3,25,11,32,30,832,Wheat
17451,Clayey,6.2,3.2,27,12,32,25,882,Wheat
17452,Sandy,6.4,3.1,22,13,30,26,790,Bajra
17453,Loamy,7.3,2.5,30,17,28,28,811,Bajra
17454,Loamy,6.5,2.4,27,20,28,30,736,Cotton
17455,Clayey,6.8,1.6,26,20,34,26,728,Cotton
